GeneID	Entrez	Symbol	Description	Biotype	Chr	Start	End	Strand
ENSMUSG00000067430	73451	Zfp763	zinc finger protein 763 [Source:MGI Symbol;Acc:MGI:1920701]	protein_coding	17	33016863	33033402	-1
ENSMUSG00000067575	NA	Rpl35a-ps3	ribosomal protein L35A, pseudogene 3 [Source:MGI Symbol;Acc:MGI:3704473]	processed_pseudogene	17	29136972	29137304	-1
ENSMUSG00000071054	224903	Safb	Scaffold attachment factor B1  [Source:UniProtKB/Swiss-Prot;Acc:D3YXK2]	protein_coding	17	56584825	56606294	1
ENSMUSG00000071073	224813	Lrrc73	leucine rich repeat containing 73 [Source:HGNC Symbol;Acc:HGNC:21375]	protein_coding	17	46254165	46257316	1
ENSMUSG00000071074	28064	Yipf3	Yip1 domain family, member 3 [Source:MGI Symbol;Acc:MGI:106280]	protein_coding	17	46248080	46252537	1
ENSMUSG00000073380	76920	Arrdc5	Arrestin domain-containing protein 5  [Source:UniProtKB/Swiss-Prot;Acc:Q497K5]	protein_coding	17	56294113	56300286	-1
ENSMUSG00000073394	NA	Runx2os1		antisense	17	44735845	44737612	1
ENSMUSG00000073400	19824	Trim10	Tripartite motif-containing protein 10  [Source:UniProtKB/Swiss-Prot;Acc:Q9WUH5]	protein_coding	17	36869574	36877833	1
ENSMUSG00000073402	667977	Gm8909		protein_coding	17	36164443	36168537	-1
ENSMUSG00000073403	NA	Gm10499	predicted gene 10499 [Source:MGI Symbol;Acc:MGI:3702919]	transcribed_unprocessed_pseudogene	17	36141758	36145923	-1
ENSMUSG00000073405	667803	H2-T-ps	histocompatibility 2, T region locus, pseudogene [Source:MGI Symbol;Acc:MGI:2442805]	unprocessed_pseudogene	17	36109234	36111658	-1
ENSMUSG00000073406	14963	H2-Bl	histocompatibility 2, blastocyst  [Source:RefSeq peptide;Acc:NP_032225]	polymorphic_pseudogene	17	36080115	36084223	-1
ENSMUSG00000073407	547347	Gm6034		protein_coding	17	36042961	36058645	1
ENSMUSG00000073408	268949	Dpcr1	Diffuse panbronchiolitis critical region   [Source:UniProtKB/Swiss-Prot;Acc:Q3TNW5]	protein_coding	17	35635752	35643695	-1
ENSMUSG00000073409	110557	H2-Q6	histocompatibility 2, Q region locus 6 [Source:MGI Symbol;Acc:MGI:95935]	protein_coding	17	35424850	35430055	1
ENSMUSG00000073411	14964	H2-D1	H-2 class I histocompatibility antigen, D-B alpha chain  [Source:UniProtKB/Swiss-Prot;Acc:P01899]	protein_coding	17	35262730	35267499	1
ENSMUSG00000073412	16988	Lst1		protein_coding	17	35185095	35188439	-1
ENSMUSG00000073413	114654	Ly6g6d	Lymphocyte antigen 6 complex locus protein G6d  [Source:UniProtKB/Swiss-Prot;Acc:Q9Z1Q3]	protein_coding	17	35071443	35078065	-1
ENSMUSG00000073414	106722	Mpig6b	Megakaryocyte and platelet inhibitory receptor G6b  [Source:UniProtKB/Swiss-Prot;Acc:D7PDD4]	protein_coding	17	35062693	35066184	-1
ENSMUSG00000073415	NA	Gm10501	predicted gene 10501 [Source:MGI Symbol;Acc:MGI:3704476]	antisense	17	34976899	34981788	-1
ENSMUSG00000073418	12268	C4b	Complement C4-B Complement C4 beta chain Complement C4 alpha chain C4a anaphylatoxin Complement C4 gamma chain [Source:UniProtKB/Swiss-Prot;Acc:P01029]	protein_coding	17	34728380	34743882	-1
ENSMUSG00000073421	14961	H2-Ab1	histocompatibility 2, class II antigen A, beta 1 [Source:MGI Symbol;Acc:MGI:103070]	protein_coding	17	34263209	34269418	1
ENSMUSG00000073422	14979	H2-Ke6	H2-K region expressed gene 6 [Source:MGI Symbol;Acc:MGI:95911]	protein_coding	17	34026033	34028060	-1
ENSMUSG00000073423	328801	Zfp414	zinc finger protein 414 [Source:MGI Symbol;Acc:MGI:1915641]	protein_coding	17	33629090	33631779	1
ENSMUSG00000073980	NA	Gm9574	predicted gene 9574 [Source:MGI Symbol;Acc:MGI:3809525]	unprocessed_pseudogene	17	36137188	36139105	-1
ENSMUSG00000076439	17441	Mog	myelin oligodendrocyte glycoprotein [Source:MGI Symbol;Acc:MGI:97435]	protein_coding	17	37010743	37023398	-1
ENSMUSG00000077450	19326	Rab11b	RAB11B, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:99425]	protein_coding	17	33742484	33760530	-1
ENSMUSG00000079414	NA	Gm11110		protein_coding	17	57092035	57105942	-1
ENSMUSG00000079491	NA	H2-T10	histocompatibility 2, T region locus 10 [Source:MGI Symbol;Acc:MGI:95942]	polymorphic_pseudogene	17	36115876	36121465	-1
ENSMUSG00000079492	100529082	Gm11127		protein_coding	17	36055816	36058371	-1
ENSMUSG00000079505	NA	Gm11131	predicted gene 11131 [Source:MGI Symbol;Acc:MGI:3779386]	antisense	17	35377021	35380292	-1
ENSMUSG00000079507	15006	H2-Q1	Mus musculus histocompatibility 2, Q region locus 1 (H2-Q1), transcript variant 2, mRNA. [Source:RefSeq mRNA;Acc:NM_001358790]	protein_coding	17	35320405	35325099	1
ENSMUSG00000079547	14999	H2-DMb1	histocompatibility 2, class II, locus Mb1 [Source:MGI Symbol;Acc:MGI:95922]	protein_coding	17	34153072	34160230	1
ENSMUSG00000079553	100502766	Kifc1	Kinesin-like protein KIFC1  [Source:UniProtKB/Swiss-Prot;Acc:Q9QWT9]	protein_coding	17	33875666	33890661	-1
ENSMUSG00000079557	224703	March2	E3 ubiquitin-protein ligase MARCH2  [Source:UniProtKB/Swiss-Prot;Acc:Q99M02]	protein_coding	17	33685692	33718670	-1
ENSMUSG00000079563	57757	Pglyrp2	N-acetylmuramoyl-L-alanine amidase  [Source:UniProtKB/Swiss-Prot;Acc:Q8VCS0]	protein_coding	17	32413100	32424167	-1
ENSMUSG00000081512	NA	Gm15821		protein_coding	17	34211312	34214459	-1
ENSMUSG00000081650	NA	Gm16181		protein_coding	17	35220834	35224134	1
ENSMUSG00000084880	NA	Tomm6os	translocase of outer mitochondrial membrane 6, opposite strand [Source:MGI Symbol;Acc:MGI:3705171]	antisense	17	47687610	47691083	1
ENSMUSG00000084956	NA	Gm16194	predicted gene 16194 [Source:MGI Symbol;Acc:MGI:3801773]	lincRNA	17	29114145	29133811	1
ENSMUSG00000084998	NA	Gm16279	predicted gene 16279 [Source:MGI Symbol;Acc:MGI:3826576]	antisense	17	35896946	35912215	1
ENSMUSG00000085912	NA	Trp53cor1	tumor protein p53 pathway corepressor 1 [Source:MGI Symbol;Acc:MGI:3801771]	lincRNA	17	29057474	29078961	-1
ENSMUSG00000086472	NA	Gm16172	predicted gene 16172 [Source:MGI Symbol;Acc:MGI:3801735]	antisense	17	45663519	45666209	1
ENSMUSG00000086534	NA	Gm16758	predicted gene, 16758 [Source:MGI Symbol;Acc:MGI:4439682]	processed_transcript	17	29890084	29897067	1
ENSMUSG00000087443	NA	Ppp1r18os		antisense	17	35860918	35866886	-1
ENSMUSG00000088703	NA	Gm25555	predicted gene, 25555 [Source:MGI Symbol;Acc:MGI:5455332]	rRNA	17	32804867	32804977	-1
ENSMUSG00000089900	NA	Tbc1d22bos	TBC1 domain family, member 22B, opposite strand [Source:MGI Symbol;Acc:MGI:1921342]	antisense	17	29578816	29596305	-1
ENSMUSG00000090012	NA	Gm16555	predicted gene 16555 [Source:MGI Symbol;Acc:MGI:4414975]	antisense	17	49817626	49821825	-1
ENSMUSG00000090083	58230	Rnf8	E3 ubiquitin-protein ligase RNF8  [Source:UniProtKB/Swiss-Prot;Acc:Q8VC56]	protein_coding	17	29614790	29641664	1
ENSMUSG00000090115	224836	Usp49	ubiquitin specific peptidase 49 [Source:MGI Symbol;Acc:MGI:2685391]	protein_coding	17	47630690	47686738	1
ENSMUSG00000090231	14962	Cfb	Complement factor B Complement factor B Ba fragment Complement factor B Bb fragment [Source:UniProtKB/Swiss-Prot;Acc:P04186]	protein_coding	17	34856374	34862518	-1
ENSMUSG00000090273	100504446	Prr22	proline rich 22 [Source:HGNC Symbol;Acc:HGNC:28354]	protein_coding	17	56770250	56772208	1
ENSMUSG00000090307	NA	1700071M16Rik	RIKEN cDNA 1700071M16 gene [Source:MGI Symbol;Acc:MGI:1920754]	antisense	17	43588340	43592442	-1
ENSMUSG00000090509	433102	Sfta2	Surfactant-associated protein 2  [Source:UniProtKB/Swiss-Prot;Acc:E9PXB6]	protein_coding	17	35601549	35650571	1
ENSMUSG00000090588	672682	Gm9573		protein_coding	17	35617923	35626637	-1
ENSMUSG00000090877	15511	Hspa1b	Heat shock 70 kDa protein 1B  [Source:UniProtKB/Swiss-Prot;Acc:P17879]	protein_coding	17	34956436	34959238	-1
ENSMUSG00000090936	NA	Gm17705	predicted gene, 17705 [Source:MGI Symbol;Acc:MGI:4937339]	lincRNA	17	35165119	35167186	1
ENSMUSG00000090952	NA	Gm17251	predicted gene, 17251 [Source:MGI Symbol;Acc:MGI:4936885]	processed_transcript	17	33759992	33761870	1
ENSMUSG00000091043	435528	Glyatl3	glycine-N-acyltransferase like 3 [Source:HGNC Symbol;Acc:HGNC:21349]	protein_coding	17	40904741	40914350	-1
ENSMUSG00000091373	NA	Gm8810	predicted gene 8810 [Source:MGI Symbol;Acc:MGI:3779814]	unprocessed_pseudogene	17	36066108	36067753	-1
ENSMUSG00000091390	NA	Gm17168	predicted gene 17168 [Source:MGI Symbol;Acc:MGI:4937995]	antisense	17	57041775	57047143	1
ENSMUSG00000091515	NA	Zfp422-ps	zinc finger protein 422, pseudogene [Source:MGI Symbol;Acc:MGI:3028594]	unprocessed_pseudogene	17	33305040	33305745	-1
ENSMUSG00000091548	NA	Gm17572	predicted gene, 17572 [Source:MGI Symbol;Acc:MGI:4937206]	processed_pseudogene	17	31950549	31950968	1
ENSMUSG00000091586	208285	Cyp4f17	cytochrome P450, family 4, subfamily f, polypeptide 17 [Source:MGI Symbol;Acc:MGI:3646233]	protein_coding	17	32506462	32528894	1
ENSMUSG00000091655	NA	Gm8741	predicted gene 8741 [Source:MGI Symbol;Acc:MGI:3644779]	processed_pseudogene	17	35335909	35336292	1
ENSMUSG00000091705	15013	H2-Q2	histocompatibility 2, Q region locus 2 [Source:MGI Symbol;Acc:MGI:95931]	protein_coding	17	35342242	35346762	1
ENSMUSG00000091742	328825	Gm5093		protein_coding	17	46439578	46440099	-1
ENSMUSG00000091775	NA	Gm16494		protein_coding	17	47016696	47016956	-1
ENSMUSG00000091968	NA	Gm17115	predicted gene 17115 [Source:MGI Symbol;Acc:MGI:4937942]	antisense	17	32788394	32789591	1
ENSMUSG00000091971	193740	Hspa1a	Heat shock 70 kDa protein 1A  [Source:UniProtKB/Swiss-Prot;Acc:Q61696]	protein_coding	17	34969190	34972156	-1
ENSMUSG00000092171	NA	4833427F10Rik	RIKEN cDNA 4833427F10 gene [Source:MGI Symbol;Acc:MGI:1921851]	lincRNA	17	35772450	35780687	1
ENSMUSG00000092174	NA	Gm7029	predicted gene 7029 [Source:MGI Symbol;Acc:MGI:3779650]	unprocessed_pseudogene	17	33866879	33874116	1
ENSMUSG00000092202	NA	Stk19-ps1	serine/threonine kinase 19, pseudogene 1 [Source:MGI Symbol;Acc:MGI:2148500]	unprocessed_pseudogene	17	34744753	34747154	-1
ENSMUSG00000092203	NA	1110038B12Rik	RIKEN cDNA 1110038B12 gene [Source:MGI Symbol;Acc:MGI:1916013]	processed_transcript	17	34950238	34952471	-1
ENSMUSG00000092224	NA	Gm8815	predicted gene 8815 [Source:MGI Symbol;Acc:MGI:3648635]	unprocessed_pseudogene	17	36094968	36096805	-1
ENSMUSG00000092241	NA	Gm20522	predicted gene 20522 [Source:MGI Symbol;Acc:MGI:5141987]	antisense	17	35122738	35126440	-1
ENSMUSG00000092243	630294	Gm7030		protein_coding	17	36109719	36129425	-1
ENSMUSG00000092246	NA	Gm20493	predicted gene 20493 [Source:MGI Symbol;Acc:MGI:5141958]	processed_pseudogene	17	34133325	34133537	-1
ENSMUSG00000092253	NA	H2-Q3	histocompatibility 2, Q region locus 3 [Source:MGI Symbol;Acc:MGI:95932]	unprocessed_pseudogene	17	35358989	35359972	1
ENSMUSG00000092268	NA	Gm20540	predicted gene 20540 [Source:MGI Symbol;Acc:MGI:5142005]	processed_transcript	17	49427938	49429240	-1
ENSMUSG00000092277	NA	Gm19684		protein_coding	17	36121678	36129692	1
ENSMUSG00000092278	NA	Gm8752	predicted pseudogene 8752 [Source:MGI Symbol;Acc:MGI:3647539]	processed_pseudogene	17	35445856	35448926	1
ENSMUSG00000092284	NA	Gm8801	predicted gene 8801 [Source:MGI Symbol;Acc:MGI:3779813]	unprocessed_pseudogene	17	35947246	35952297	1
ENSMUSG00000092349	NA	Platr17	pluripotency associated transcript 17 [Source:MGI Symbol;Acc:MGI:3054967]	protein_coding	17	33905135	33906675	1
ENSMUSG00000092366	NA	Gm17782	predicted gene, 17782 [Source:MGI Symbol;Acc:MGI:5009946]	unprocessed_pseudogene	17	36156531	36162079	-1
ENSMUSG00000092368	NA	A930015D03Rik	RIKEN cDNA A930015D03 gene [Source:MGI Symbol;Acc:MGI:1925060]	antisense	17	35994453	36038435	1
ENSMUSG00000092383	NA	H2-Pb	histocompatibility 2, P region beta locus [Source:MGI Symbol;Acc:MGI:95926]	processed_pseudogene	17	34073762	34076162	-1
ENSMUSG00000092390	NA	Gm20541	predicted gene 20541 [Source:MGI Symbol;Acc:MGI:5142006]	unprocessed_pseudogene	17	38009647	38012396	1
ENSMUSG00000092412	NA	Gm20507	predicted gene 20507 [Source:MGI Symbol;Acc:MGI:5141972]	processed_transcript	17	33630759	33645705	1
ENSMUSG00000092417	81845	Gpank1	G patch domain and ankyrin repeats 1 [Source:MGI Symbol;Acc:MGI:2148975]	protein_coding	17	35121455	35124814	1
ENSMUSG00000092428	NA	Gm20545	predicted gene 20545 [Source:MGI Symbol;Acc:MGI:5142010]	processed_pseudogene	17	36226815	36227024	-1
ENSMUSG00000092438	NA	Gm18734	predicted gene, 18734 [Source:MGI Symbol;Acc:MGI:5010919]	unprocessed_pseudogene	17	35304206	35306317	-1
ENSMUSG00000092444	NA	Gm18733	predicted gene, 18733 [Source:MGI Symbol;Acc:MGI:5010918]	transcribed_unprocessed_pseudogene	17	35278176	35279414	-1
ENSMUSG00000092457	NA	Gm8835	predicted gene 8835 [Source:MGI Symbol;Acc:MGI:3646857]	unprocessed_pseudogene	17	36201996	36206339	-1
ENSMUSG00000092471	NA	Cyp21a2-ps	cytochrome P450, family 21, subfamily a, polypeptide 2 pseudogene [Source:MGI Symbol;Acc:MGI:3645529]	unprocessed_pseudogene	17	34719813	34722252	-1
ENSMUSG00000092474	NA	Gm20478	predicted gene 20478 [Source:MGI Symbol;Acc:MGI:5141943]	antisense	17	36167982	36171805	1
ENSMUSG00000092519	69481	Actl9	Actin-like protein 9  [Source:UniProtKB/Swiss-Prot;Acc:Q8CG27]	protein_coding	17	33432896	33434268	1
ENSMUSG00000092550	NA	Gm20496	predicted gene 20496 [Source:MGI Symbol;Acc:MGI:5141961]	antisense	17	34199316	34205449	-1
ENSMUSG00000092557	NA	Gm8696	predicted gene 8696 [Source:MGI Symbol;Acc:MGI:3642963]	processed_pseudogene	17	34954328	34954712	-1
ENSMUSG00000092558	56771	Med20	Mediator of RNA polymerase II transcription subunit 20  [Source:UniProtKB/Swiss-Prot;Acc:Q9R0X0]	protein_coding	17	47611582	47624418	1
ENSMUSG00000092560	NA	Gm8750	predicted pseudogene 8750 [Source:MGI Symbol;Acc:MGI:3647542]	processed_pseudogene	17	35400799	35403727	1
ENSMUSG00000092564	NA	BC051226	cDNA sequence BC051226 [Source:MGI Symbol;Acc:MGI:3039585]	antisense	17	33908182	33909317	-1
ENSMUSG00000092571	NA	Gm4134	predicted gene 4134 [Source:MGI Symbol;Acc:MGI:3782310]	unprocessed_pseudogene	17	33861302	33864228	-1
ENSMUSG00000092586	68468	Ly6g6c	lymphocyte antigen 6 complex, locus G6C [Source:MGI Symbol;Acc:MGI:2148930]	protein_coding	17	35065388	35070050	1
ENSMUSG00000092595	NA	Gm20427	predicted gene 20427 [Source:MGI Symbol;Acc:MGI:5141892]	processed_transcript	17	34026034	34031572	-1
ENSMUSG00000092600	NA	Gm20442	predicted gene 20442 [Source:MGI Symbol;Acc:MGI:5141907]	lincRNA	17	35743323	35764191	-1
ENSMUSG00000092602	NA	4931413I07Rik	RIKEN cDNA 4931413I07 gene [Source:MGI Symbol;Acc:MGI:2148502]	lincRNA	17	33783340	33785724	-1
ENSMUSG00000092604	NA	Gm20508	predicted gene 20508 [Source:MGI Symbol;Acc:MGI:5141973]	lincRNA	17	35991867	35993738	1
ENSMUSG00000093921	NA	Gm23864	predicted gene, 23864 [Source:MGI Symbol;Acc:MGI:5453641]	snRNA	17	35699203	35699309	-1
ENSMUSG00000094326	100043348	Gm10045	predicted pseudogene 10045 [Source:MGI Symbol;Acc:MGI:3642098]	processed_pseudogene	17	29308138	29308620	1
ENSMUSG00000094441	77652	Zfp955a	zinc finger protein 955A [Source:MGI Symbol;Acc:MGI:4834570]	protein_coding	17	33241519	33255040	-1
ENSMUSG00000094690	72240	1600014C23Rik	RIKEN cDNA 1600014C23 gene [Source:MGI Symbol;Acc:MGI:1919490]	protein_coding	17	45732864	45733844	-1
ENSMUSG00000095253	240064	Zfp799	zinc finger protein 799 [Source:MGI Symbol;Acc:MGI:2443934]	protein_coding	17	32815449	32830261	-1
ENSMUSG00000095325	240066	Zfp870	zinc finger protein 870 [Source:MGI Symbol;Acc:MGI:3029586]	protein_coding	17	32879219	32891590	-1
ENSMUSG00000095377	258470	Olfr91		protein_coding	17	37090618	37098278	-1
ENSMUSG00000096361	NA	Gm5814		protein_coding	17	47410363	47410740	1
ENSMUSG00000096549	381104	Prickle4	prickle planar cell polarity protein 4 [Source:MGI Symbol;Acc:MGI:2685785]	protein_coding	17	47688517	47694736	-1
ENSMUSG00000096727	16912	Psmb9	proteasome (prosome, macropain) subunit, beta type 9 (large multifunctional peptidase 2) [Source:MGI Symbol;Acc:MGI:1346526]	protein_coding	17	34181988	34187764	-1
ENSMUSG00000096847	210573	Tmem151b	Transmembrane protein 151B  [Source:UniProtKB/Swiss-Prot;Acc:Q68FE7]	protein_coding	17	45541940	45549677	-1
ENSMUSG00000096910	100043468	Zfp955b	zinc finger protein 955B [Source:MGI Symbol;Acc:MGI:4834573]	protein_coding	17	33289649	33303196	1
ENSMUSG00000097030	NA	Gm26693	predicted gene, 26693 [Source:MGI Symbol;Acc:MGI:5477187]	antisense	17	32810144	32821697	1
ENSMUSG00000097077	NA	Gm16712		lincRNA	17	55954771	55959381	-1
ENSMUSG00000097119	NA	B230354K17Rik	RIKEN cDNA B230354K17 gene [Source:MGI Symbol;Acc:MGI:2443272]	lincRNA	17	45433852	45442544	1
ENSMUSG00000097217	NA	Gm26549	predicted gene, 26549 [Source:MGI Symbol;Acc:MGI:5477043]	bidirectional_promoter_lncRNA	17	32284789	32298689	1
ENSMUSG00000097305	NA	Gm17276	predicted gene, 17276 [Source:MGI Symbol;Acc:MGI:4936910]	lincRNA	17	32113429	32141839	1
ENSMUSG00000097390	NA	Gm26785	predicted gene, 26785 [Source:MGI Symbol;Acc:MGI:5477279]	lincRNA	17	46273479	46280060	1
ENSMUSG00000097727	NA	F630040K05Rik	RIKEN cDNA F630040K05 gene [Source:MGI Symbol;Acc:MGI:4437734]	lincRNA	17	45734506	45788594	1
ENSMUSG00000097971	NA	Gm26917	predicted gene, 26917 [Source:MGI Symbol;Acc:MGI:5504032]	lincRNA	17	39843013	39846341	1
ENSMUSG00000098082	NA	Gm20574	predicted gene, 20574 [Source:MGI Symbol;Acc:MGI:5295681]	unitary_pseudogene	17	40854036	40868141	1
ENSMUSG00000098178	NA	Gm42418	predicted gene, 42418 [Source:MGI Symbol;Acc:MGI:5649005]	lincRNA	17	39846958	39848788	1
ENSMUSG00000098269	NA	Mir8094	microRNA 8094 [Source:MGI Symbol;Acc:MGI:5530895]	miRNA	17	35251289	35251405	1
ENSMUSG00000098374	NA	Gm28043		protein_coding	17	29614876	29703359	1
ENSMUSG00000104159	NA	Gm38099	predicted gene, 38099 [Source:MGI Symbol;Acc:MGI:5611327]	TEC	17	31532291	31535460	-1
ENSMUSG00000106106	NA	CT010467.1		rRNA	17	39846353	39848827	-1
ENSMUSG00000106514	NA	Mir6976	microRNA 6976 [Source:MGI Symbol;Acc:MGI:5562751]	miRNA	17	46553827	46553889	-1
ENSMUSG00000000127	14158	Fer	Tyrosine-protein kinase Fer  [Source:UniProtKB/Swiss-Prot;Acc:P70451]	protein_coding	17	63896018	64139494	1
ENSMUSG00000000673	107766	Haao	3-hydroxyanthranilate 3,4-dioxygenase [Source:MGI Symbol;Acc:MGI:1349444]	protein_coding	17	83831356	83846790	-1
ENSMUSG00000001870	268977	Ltbp1	Latent-transforming growth factor beta-binding protein 1  [Source:UniProtKB/Swiss-Prot;Acc:Q8CG19]	protein_coding	17	75005568	75392512	1
ENSMUSG00000002017	72722	Fam98a	Protein FAM98A  [Source:UniProtKB/Swiss-Prot;Acc:Q3TJZ6]	protein_coding	17	75537086	75551946	-1
ENSMUSG00000003279	224997	Dlgap1	Mus musculus DLG associated protein 1 (Dlgap1), transcript variant 6, mRNA. [Source:RefSeq mRNA;Acc:NM_001347412]	protein_coding	17	69969073	70821413	1
ENSMUSG00000004730	13733	Adgre1	Mus musculus adhesion G protein-coupled receptor E1 (Adgre1), transcript variant 2, mRNA. [Source:RefSeq mRNA;Acc:NM_001355722]	protein_coding	17	57358686	57483529	1
ENSMUSG00000005370	17688	Msh6	DNA mismatch repair protein Msh6  [Source:UniProtKB/Swiss-Prot;Acc:P54276]	protein_coding	17	87975050	87990883	1
ENSMUSG00000005371	225055	Fbxo11	Mus musculus F-box protein 11 (Fbxo11), transcript variant 2, mRNA. [Source:RefSeq mRNA;Acc:NM_001348248]	protein_coding	17	87990859	88065291	-1
ENSMUSG00000005823	78308	Gpr108	G protein-coupled receptor 108 [Source:MGI Symbol;Acc:MGI:1925558]	protein_coding	17	57234914	57247641	-1
ENSMUSG00000005824	50930	Tnfsf14	Tumor necrosis factor ligand superfamily member 14 Tumor necrosis factor ligand superfamily member 14, membrane form Tumor necrosis factor ligand superfamily member 14, soluble form [Source:UniProtKB/Swiss-Prot;Acc:Q9QYH9]	protein_coding	17	57189492	57194189	-1
ENSMUSG00000019487	106628	Trip10	thyroid hormone receptor interactor 10 [Source:MGI Symbol;Acc:MGI:2146901]	protein_coding	17	57249455	57263665	1
ENSMUSG00000023460	19328	Rab12	Ras-related protein Rab-12  [Source:UniProtKB/Swiss-Prot;Acc:P35283]	protein_coding	17	66494512	66519717	-1
ENSMUSG00000023965	50758	Fbxl17	F-box/LRR-repeat protein 17  [Source:UniProtKB/Swiss-Prot;Acc:Q9QZN1]	protein_coding	17	63057452	63500017	-1
ENSMUSG00000024043	268970	Arhgap28	Mus musculus Rho GTPase activating protein 28 (Arhgap28), transcript variant 2, mRNA. [Source:RefSeq mRNA;Acc:NM_001347410]	protein_coding	17	67842713	68004120	-1
ENSMUSG00000024044	13823	Epb41l3	Band 4.1-like protein 3 Band 4.1-like protein 3, N-terminally processed [Source:UniProtKB/Swiss-Prot;Acc:Q9WV92]	protein_coding	17	69075683	69289989	1
ENSMUSG00000024048	67268	Myl12a		protein_coding	17	70993656	71002878	-1
ENSMUSG00000024049	17929	Myom1	Myomesin-1  [Source:UniProtKB/Swiss-Prot;Acc:Q62234]	protein_coding	17	71019521	71126856	1
ENSMUSG00000024052	64898	Lpin2	Mus musculus lipin 2 (Lpin2), transcript variant 3, mRNA. [Source:RefSeq mRNA;Acc:NM_001357791]	protein_coding	17	71182560	71249817	1
ENSMUSG00000024053	246707	Emilin2	Mus musculus elastin microfibril interfacer 2 (Emilin2), transcript variant 3, mRNA. [Source:RefSeq mRNA;Acc:NM_001357337]	protein_coding	17	71252176	71310965	-1
ENSMUSG00000024054	74355	Smchd1	Structural maintenance of chromosomes flexible hinge domain-containing protein 1  [Source:UniProtKB/Swiss-Prot;Acc:Q6P5D8]	protein_coding	17	71344489	71475343	-1
ENSMUSG00000024056	67052	Ndc80	Kinetochore   [Source:UniProtKB/Swiss-Prot;Acc:Q9D0F1]	protein_coding	17	71496100	71526857	-1
ENSMUSG00000024059	78785	Clip4	CAP-Gly domain-containing linker protein 4  [Source:UniProtKB/Swiss-Prot;Acc:Q8CI96]	protein_coding	17	71768473	71864273	1
ENSMUSG00000024063	77889	Lbh	Protein LBH  [Source:UniProtKB/Swiss-Prot;Acc:Q9CX60]	protein_coding	17	72918305	72941942	1
ENSMUSG00000024064	71685	Galnt14	Polypeptide N-acetylgalactosaminyltransferase 14  [Source:UniProtKB/Swiss-Prot;Acc:Q8BVG5]	protein_coding	17	73493228	73710453	-1
ENSMUSG00000024065	57440	Ehd3	EH domain-containing protein 3  [Source:UniProtKB/Swiss-Prot;Acc:Q9QXY6]	protein_coding	17	73804841	73832093	1
ENSMUSG00000024066	22436	Xdh	xanthine dehydrogenase [Source:MGI Symbol;Acc:MGI:98973]	protein_coding	17	73883908	73950182	-1
ENSMUSG00000024067	66310	Dpy30	dpy-30, histone methyltransferase complex regulatory subunit [Source:HGNC Symbol;Acc:HGNC:24590]	protein_coding	17	74299474	74323944	-1
ENSMUSG00000024068	50850	Spast	Spastin  [Source:UniProtKB/Swiss-Prot;Acc:Q9QYY8]	protein_coding	17	74338987	74391115	1
ENSMUSG00000024069	210148	Slc30a6	Zinc transporter 6  [Source:UniProtKB/Swiss-Prot;Acc:Q8BJM5]	protein_coding	17	74395608	74424229	1
ENSMUSG00000024070	75292	Prkd3	protein kinase D3 [Source:MGI Symbol;Acc:MGI:1922542]	protein_coding	17	78949405	79020816	-1
ENSMUSG00000024072	67864	Yipf4	Yip1 domain family, member 4 [Source:MGI Symbol;Acc:MGI:1915114]	protein_coding	17	74489493	74500277	1
ENSMUSG00000024073	12211	Birc6	Baculoviral IAP repeat-containing protein 6  [Source:UniProtKB/Swiss-Prot;Acc:O88738]	protein_coding	17	74528295	74703356	1
ENSMUSG00000024074	50766	Crim1	Cysteine-rich motor neuron 1 protein  [Source:UniProtKB/Swiss-Prot;Acc:Q9JLL0]	protein_coding	17	78200248	78376592	1
ENSMUSG00000024076	74199	Vit	vitrin [Source:MGI Symbol;Acc:MGI:1921449]	protein_coding	17	78508063	78627409	1
ENSMUSG00000024077	268980	Strn	Striatin  [Source:UniProtKB/Swiss-Prot;Acc:O55106]	protein_coding	17	78649913	78737196	-1
ENSMUSG00000024078	74196	Ttc27	tetratricopeptide repeat domain 27 [Source:MGI Symbol;Acc:MGI:1921446]	protein_coding	17	74717750	74863570	1
ENSMUSG00000024079	19106	Eif2ak2	Interferon-induced, double-stranded RNA-activated protein kinase  [Source:UniProtKB/Swiss-Prot;Acc:Q03963]	protein_coding	17	78852564	78882573	-1
ENSMUSG00000024081	12607	Cebpz	CCAAT/enhancer binding protein zeta [Source:HGNC Symbol;Acc:HGNC:24218]	protein_coding	17	78919006	78937070	-1
ENSMUSG00000024082	73694	Ndufaf7	Protein arginine methyltransferase NDUFAF7, mitochondrial  [Source:UniProtKB/Swiss-Prot;Acc:Q9CWG8]	protein_coding	17	78937135	78948052	1
ENSMUSG00000024083	224938	Pja2	E3 ubiquitin-protein ligase Praja-2  [Source:UniProtKB/Swiss-Prot;Acc:Q80U04]	protein_coding	17	64281005	64331916	-1
ENSMUSG00000024084	70536	Qpct	glutaminyl-peptide cyclotransferase (glutaminyl cyclase) [Source:MGI Symbol;Acc:MGI:1917786]	protein_coding	17	79051906	79090243	1
ENSMUSG00000024085	17158	Man2a1	Alpha-mannosidase 2  [Source:UniProtKB/Swiss-Prot;Acc:P27046]	protein_coding	17	64600736	64755110	1
